op,Peças,Quantidade,Tamanho da peça,Peso,Tempo,Espessura,Aproveitamento,Tamanho da chapa,qt. chapa,data abertura de op,maquina,op_espelho,opp,DATA,PADRÃO?,operador_final_matricula
20189,018338 - ENGATE S TRAVA - GRADES CBHM.dwg,144,"150,00 × 44,00 mm","0,30 kg",0:00:16,"MS 6,00 mm ","87,37%","6000,00 × 1200,00 mm","3,00",31/03/2025,Plasma,,opp,,,PCP
20189,409959PL - COM FURO MAIOR.DWG,33,"144,26 × 140,00 mm","0,93 kg",0:00:44,"MS 6,00 mm ","87,37%","6000,00 × 1200,00 mm","3,00",31/03/2025,Plasma,,opp,,,PCP
20189,031226 - CANTONEIRA TAMPA TRASEIRA.DWG,18,"1520,00 × 117,40 mm","8,38 kg",0:01:00,"MS 6,00 mm ","87,37%","6000,00 × 1200,00 mm","3,00",31/03/2025,Plasma,,opp,,,PCP
20189,033612 - ARRUELA [ESPAÇADOR - CBH M18].DWG,69,"38,00 × 38,00 mm","0,05 kg",0:00:24,"MS 6,00 mm ","87,37%","6000,00 × 1200,00 mm","3,00",31/03/2025,Plasma,,opp,,,PCP
106990,491421 - GUARDA DE FECHAMENTO [CORPO DO TANQUE - FTC4300-6500],10,,,,"2,25 mm","0,913","1200,00 × 2800,00 mm","5,00",31/03/2025,Laser JYF,626 JFY,,,,PCP
106990,030339 - PISO ESQUERDO [PLATAFORMA - CBHM5000],5,,,,"2,25 mm","0,913","1200,00 × 2800,00 mm","5,00",31/03/2025,Laser JYF,626 JFY,,,,PCP
106990,031018 - COLUNA LATERAL ALT 45 MD rev 03,35,,,,"2,25 mm","0,913","1200,00 × 2800,00 mm","5,00",31/03/2025,Laser JYF,626 JFY,,,,PCP
106991,491421 - GUARDA DE FECHAMENTO [CORPO DO TANQUE - FTC4300-6500],10,,,,"2,25 mm","0,913","1200,00 × 2800,00 mm","5,00",31/03/2025,Laser JYF,626 JFY,,,,PCP
106991,030339 - PISO ESQUERDO [PLATAFORMA - CBHM5000],5,,,,"2,25 mm","0,913","1200,00 × 2800,00 mm","5,00",31/03/2025,Laser JYF,626 JFY,,,,PCP
106991,031018 - COLUNA LATERAL ALT 45 MD rev 03,35,,,,"2,25 mm","0,913","1200,00 × 2800,00 mm","5,00",31/03/2025,Laser JYF,626 JFY,,,,PCP
1664 JFY,413495 - CENTRO DA RODA [EIXO CJ RODA - VC1700],4,492.18 * 492.18,,,"3,04 mm ","0,8609","1510,00 × 4010,00 mm","1,00",31/03/2025,Laser JYF,,opp,,,PCP
1664 JFY,413290 - CHAPA PROTETORA DO MANCAL [VIBRADOR -VC1700],2,140.00 * 334.40,,,"3,04 mm ","0,8609","1510,00 × 4010,00 mm","1,00",31/03/2025,Laser JYF,,opp,,,PCP
1664 JFY,413483 - ARO DA RODA [EIXO CJ RODA - VC1700],2,1561.54 * 120.27,,,"3,04 mm ","0,8609","1510,00 × 4010,00 mm","1,00",31/03/2025,Laser JYF,,opp,,,PCP
1664 JFY,413252 - CHAPA SUPORTE LAT DO PROTETOR,2,160.00 * 509.00,,,"3,04 mm ","0,8609","1510,00 × 4010,00 mm","1,00",31/03/2025,Laser JYF,,opp,,,PCP
1664 JFY,025677 - COMPLEM INTERNO MAIOR [FECHAM LATERAL - CARR MELAO],15,148.77 * 200.00,,,"3,04 mm ","0,8609","1510,00 × 4010,00 mm","1,00",31/03/2025,Laser JYF,,opp,,,PCP
1664 JFY,030614 - REFORÇO INTERNO DO ENGATE,51,106.00 * 63.00,,,"3,04 mm ","0,8609","1510,00 × 4010,00 mm","1,00",31/03/2025,Laser JYF,,opp,,,PCP
1664 JFY,032553 [LASER] - TRANSVERSINA TRASEIRA _ PLATAFORMA _ CBHM 3500-5000-6000-8000-10000,5,1690.00 * 415.71,,,"3,04 mm ","0,8609","1510,00 × 4010,00 mm","1,00",31/03/2025,Laser JYF,,opp,,,PCP
1664 JFY,424780 - TRANSV. MENOR,2,152.00 * 518.00,,,"3,04 mm ","0,8609","1510,00 × 4010,00 mm","1,00",31/03/2025,Laser JYF,,opp,,,PCP
106993,460394 - CHAPEAMENTO [GRADE DIANTEIRA - CBHM5000],120,,,,2 mm,"0,9514","1205,00 × 3500,00 mm","30,00",31/03/2025,Laser JYF,494 JFY,,,,PCP
106994,034251 - CHAPEAMENTO [TAMPA TRASEIRA - CBHM 5000-6000],14,,,,2 mm,"0,9553","1200,00 × 3500,00 mm","7,00",31/03/2025,Laser JYF,492 JFY,,,,PCP
106995,460680 - TRANSVERSINA CENTRAL [PLATAFORMA - CBHM5000],56,,,,"3,75 mm ","0,953","1210,00 × 4000,00 mm","4,00",01/04/2025,Laser JYF,1630 JFY,,,,PCP
106995,460679,20,,,,"3,75 mm ","0,953","1210,00 × 4000,00 mm","4,00",01/04/2025,Laser JYF,1630 JFY,,,,PCP
106995,450790,20,,,,"3,75 mm ","0,953","1210,00 × 4000,00 mm","4,00",01/04/2025,Laser JYF,1630 JFY,,,,PCP
106996,459690-FECHAMENTO DIANTEIRO IÇAMENTO,49,,,,"4,75 mm","0,8454","1200,00 × 4040,00 mm","1,00",01/04/2025,Laser JYF,741 JFY,,,,PCP
106996,441480-SUPORTE ENGATE IÇAMENTO,45,,,,"4,75 mm","0,8454","1200,00 × 4040,00 mm","1,00",01/04/2025,Laser JYF,741 JFY,,,,PCP
106996,031557 - TRANSV. DIANTEIRA CBHM,24,,,,"4,75 mm","0,8454","1200,00 × 4040,00 mm","1,00",01/04/2025,Laser JYF,741 JFY,,,,PCP
106996,"013213 - FECHAMENTO LATERAL _ TAMPA TRASEIRA 1,10M _ CBHM 5000-6000",1,,,,"4,75 mm","0,8454","1200,00 × 4040,00 mm","1,00",01/04/2025,Laser JYF,741 JFY,,,,PCP
106996,030388 - COMPLEMENTO BASE MÓVEL,53,,,,"4,75 mm","0,8454","1200,00 × 4040,00 mm","1,00",01/04/2025,Laser JYF,741 JFY,,,,PCP
106996,483023-FECHAMENTO LATERAL ICAM (M98) FA CBHM,1,,,,"4,75 mm","0,8454","1200,00 × 4040,00 mm","1,00",01/04/2025,Laser JYF,741 JFY,,,,PCP
106996,494616 - FECHAMENTO SUPERIOR [FUEIRO - CBHM],0,,,,"4,75 mm","0,8454","1200,00 × 4040,00 mm","1,00",01/04/2025,Laser JYF,741 JFY,,,,PCP
106996,031217 - FECHAM. SUPERIOR COMPL. DIANT. M18,18,,,,"4,75 mm","0,8454","1200,00 × 4040,00 mm","1,00",01/04/2025,Laser JYF,741 JFY,,,,PCP
106997,031486 - PISO DIREITO _ PLATAFORMA _ CBHM 6000 CAFEEIRA,10,,,,2 mm,"0,9778","1210,00 × 3510,00 mm","10,00",01/04/2025,Laser JYF,730 JFY,,,,PCP
106998,031487 - PISO ESQUERDO _ PLATAFORMA _ CBHM 6000 CAFEEIRA,10,,,,2 mm ,"0,9333","1200,00 × 3510,00 mm","10,00",01/04/2025,Laser JYF,1658 JFY,,,,PCP
106998,035515 - PLACA CEMAG,60,,,,2 mm ,"0,9333","1200,00 × 3510,00 mm","10,00",01/04/2025,Laser JYF,1658 JFY,,,,PCP
106998,035803 - REFORCO CHAPEAMENTO LATERAL [CACAMBA - CTH4500],10,,,,2 mm ,"0,9333","1200,00 × 3510,00 mm","10,00",01/04/2025,Laser JYF,1658 JFY,,,,PCP
106998,425849 - COMLEM TRANSV TRASEIRA CBHM,190,,,,2 mm ,"0,9333","1200,00 × 3510,00 mm","10,00",01/04/2025,Laser JYF,1658 JFY,,,,PCP
106999,425953 - FECHAMENTO LATERAL _ TAMPA DIANTEIRA-LATERAL SUPERIOR-INFERIOR 45CM _ CBHM 4500-5000-6000-8000-10000,120,,,,"3,75 mm ","0,9308","1200,00 × 4000,00 mm","1,00",01/04/2025,Laser JYF,1661 JFY,,,,PCP
106999,429764-plasma,21,,,,"3,75 mm ","0,9308","1200,00 × 4000,00 mm","1,00",01/04/2025,Laser JYF,1661 JFY,,,,PCP
106999,031017 - FECHAMENTO LATERAL ALT 45 [GRADE TRASEIRA - F],8,,,,"3,75 mm ","0,9308","1200,00 × 4000,00 mm","1,00",01/04/2025,Laser JYF,1661 JFY,,,,PCP
20190,PLASMA → 408116 -  CORPO DO ENGATE [ENGATE - VC1700],2,"334,00 × 236,00 mm","8,7 kg",0:03:43,"MS 25,00 mm ","66,55%","410,00 × 1050,00 mm","1,00",01/04/2025,Plasma,,opp,,,PCP
20190,PLASMA → 408128 - CORPO DO ENGATE [ENGATE - VC],4,"334,00 × 236,00 mm","8,6 kg",0:03:48,"MS 25,00 mm ","66,55%","410,00 × 1050,00 mm","1,00",01/04/2025,Plasma,,opp,,,PCP
20190,496935PL - ORELHA [CAMISA DO CILINDRO - CBHM],4,"88,93 × 87,00 mm","1,1 kg",0:01:22,"MS 25,00 mm ","66,55%","410,00 × 1050,00 mm","1,00",01/04/2025,Plasma,,opp,,,PCP
2885,425801-GUIA DA PLATAFORMA CBHM,0,,,,1/4 ,0.8797956854369371,"1800,00 x 980,00 mm","1,00",01/04/2025,Laser,,opp,,,PCP
2885,030721-COMPLEMENTO DA LONGARINA,0,,,,1/4 ,0.8797956854369371,"1800,00 x 980,00 mm","1,00",01/04/2025,Laser,,opp,,,PCP
2885,468745 - PLASMA,0,,,,1/4 ,0.8797956854369371,"1800,00 x 980,00 mm","1,00",01/04/2025,Laser,,opp,,,PCP
2885,031905 - SUPORTE DO GIGANTE _ FECHAMENTO,0,,,,1/4 ,0.8797956854369371,"1800,00 x 980,00 mm","1,00",01/04/2025,Laser,,opp,,,PCP
2885,032011 - GUIA  _ BASE DO MOTOR HIDRAULIC,0,,,,1/4 ,0.8797956854369371,"1800,00 x 980,00 mm","1,00",01/04/2025,Laser,,opp,,,PCP
2885,025734 - PLASMA,0,,,,1/4 ,0.8797956854369371,"1800,00 x 980,00 mm","1,00",01/04/2025,Laser,,opp,,,PCP
2885,030589 - PROTEÇÃO DO MACACO,0,,,,1/4 ,0.8797956854369371,"1800,00 x 980,00 mm","1,00",01/04/2025,Laser,,opp,,,PCP
2885,030540-TRANSVERSINA DIANTEIRA,0,,,,1/4 ,0.8797956854369371,"1800,00 x 980,00 mm","1,00",01/04/2025,Laser,,opp,,,PCP
2885,034586 - PLACA DE FIXAÇÃO [ROLO MOTOR -,0,,,,1/4 ,0.8797956854369371,"1800,00 x 980,00 mm","1,00",01/04/2025,Laser,,opp,,,PCP
2885,032694 - SUPORTE DO GIGANTE [FA2A M22],0,,,,1/4 ,0.8797956854369371,"1800,00 x 980,00 mm","1,00",01/04/2025,Laser,,opp,,,PCP
2885,18338,237,,,,1/4 ,0.8797956854369371,"1800,00 x 980,00 mm","1,00",01/04/2025,Laser,,opp,,,PCP
2885,490313-REFORÇO TRAVA T TRAS ACESS CBHM,0,,,,1/4 ,0.8797956854369371,"1800,00 x 980,00 mm","1,00",01/04/2025,Laser,,opp,,,PCP
2885,030993-ENGATE GRADE,0,,,,1/4 ,0.8797956854369371,"1800,00 x 980,00 mm","1,00",01/04/2025,Laser,,opp,,,PCP
2885,459562 - TRAVA DO EIXO [EIXO COMPLETO -,0,,,,1/4 ,0.8797956854369371,"1800,00 x 980,00 mm","1,00",01/04/2025,Laser,,opp,,,PCP
2885,415017-BRAÇADEIRA P-FEIXE DE MOLAS-PLASM,7,,,,1/4 ,0.8797956854369371,"1800,00 x 980,00 mm","1,00",01/04/2025,Laser,,opp,,,PCP
2885,023504 plasma 1,0,,,,1/4 ,0.8797956854369371,"1800,00 x 980,00 mm","1,00",01/04/2025,Laser,,opp,,,PCP
2885,025597 - SUPORTE DO FECHAMENTO [FECHAM T,0,,,,1/4 ,0.8797956854369371,"1800,00 x 980,00 mm","1,00",01/04/2025,Laser,,opp,,,PCP
1665 JFY,028691 - CALHA MENOR,2,243.42 * 802.00,,,"1,52 mm Inox","0,8979","1250,00 × 3000,00 mm","2,00",01/04/2025,Laser JYF,,opp,,,PCP
1665 JFY,027739A - CALHA MEDIANA,4,243.42 * 2900.00,,,"1,52 mm Inox","0,8979","1250,00 × 3000,00 mm","2,00",01/04/2025,Laser JYF,,opp,,,PCP
1665 JFY,027739B - CALHA MEDIANA,2,243.42 * 1585.00,,,"1,52 mm Inox","0,8979","1250,00 × 3000,00 mm","2,00",01/04/2025,Laser JYF,,opp,,,PCP
1665 JFY,029830 - CALHA MÓD MOTOR RETROFIT,2,243.42 * 1970.00,,,"1,52 mm Inox","0,8979","1250,00 × 3000,00 mm","2,00",01/04/2025,Laser JYF,,opp,,,PCP
1665 JFY,027408,2,950.00 * 40.00,,,"1,52 mm Inox","0,8979","1250,00 × 3000,00 mm","2,00",01/04/2025,Laser JYF,,opp,,,PCP
1665 JFY,026836,2,1040.00 * 40.00,,,"1,52 mm Inox","0,8979","1250,00 × 3000,00 mm","2,00",01/04/2025,Laser JYF,,opp,,,PCP
1665 JFY,027660-TRAVA FECHAM. LATERAL,270,60.00 * 46.01,,,"1,52 mm Inox","0,8979","1250,00 × 3000,00 mm","2,00",01/04/2025,Laser JYF,,opp,,,PCP
1665 JFY,027889A - CALHA CENTRAL MAIOR,2,2900.00 * 120.25,,,"1,52 mm Inox","0,8979","1250,00 × 3000,00 mm","2,00",01/04/2025,Laser JYF,,opp,,,PCP
1665 JFY,027889B - CALHA CENTRAL MENOR,2,930.00 * 120.25,,,"1,52 mm Inox","0,8979","1250,00 × 3000,00 mm","2,00",01/04/2025,Laser JYF,,opp,,,PCP
16666 JFY,031515 - TRANSV. INTERM. FRONTAL,20,196.00 * 365.00,,,"4,75 mm ","0,8458","1200,00 × 2800,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
16666 JFY,031557 - TRANSV. DIANTEIRA CBHM,15,196.44 * 266.00,,,"4,75 mm ","0,8458","1200,00 × 2800,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
16666 JFY,468277 - FECHAMENTO DA HASTE [EIXO CJ RODA - VC1700],2,84.00 * 810.00,,,"4,75 mm ","0,8458","1200,00 × 2800,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
16666 JFY,428607 - CORPO HASTE [EIXO CJ RODA - VC1700],2,161.60 * 810.00,,,"4,75 mm ","0,8458","1200,00 × 2800,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
16666 JFY,468277 - FECHAMENTO DA HASTE [EIXO CJ RODA - VC1700]A,2,84.00 * 810.00,,,"4,75 mm ","0,8458","1200,00 × 2800,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
16666 JFY,452464 - REFORÇO DA HASTE [EIXO CJ RODA - VC1700],12,30.00 * 800.00,,,"4,75 mm ","0,8458","1200,00 × 2800,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
16666 JFY,446841 - REFORÇO LONG-CHASSI [CHASSI - F4],5,120.00 * 120.00,,,"4,75 mm ","0,8458","1200,00 × 2800,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
16666 JFY,441480-SUPORTE ENGATE IÇAMENTO,1,158.00 * 122.00,,,"4,75 mm ","0,8458","1200,00 × 2800,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
1667 JFY,032203,1,120.00 * 148.47,,,"4,75 mm ","0,9208","1200,00 × 2800,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
1667 JFY,032204,1,93.95 * 367.47,,,"4,75 mm ","0,9208","1200,00 × 2800,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
1667 JFY,032210,27,35.00 * 65.47,,,"4,75 mm ","0,9208","1200,00 × 2800,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
1667 JFY,028497 - CHAPA VIRADA INFERIOR DA GAIOLA,1,596.72 * 310.00,,,"4,75 mm ","0,9208","1200,00 × 2800,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
1667 JFY,028193 - CANTONEIRA LATERAL MENOR,1,44.59 * 400.00,,,"4,75 mm ","0,9208","1200,00 × 2800,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
1667 JFY,027431 - CHAPA LATERAL GAIOLA,1,44.59 * 615.00,,,"4,75 mm ","0,9208","1200,00 × 2800,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
1667 JFY,028264 - CHAPA VIRADA INFERIOR LONGITUDINAL,1,1040.00 * 44.59,,,"4,75 mm ","0,9208","1200,00 × 2800,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
1667 JFY,027429 - CHAPA INFERIOR GAIOLA,2,1115.00 * 44.59,,,"4,75 mm ","0,9208","1200,00 × 2800,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
1667 JFY,031512 - REFORÇO 2,34,150.00 * 150.00,,,"4,75 mm ","0,9208","1200,00 × 2800,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
1667 JFY,032045  - CANTONEIRA INFERIOR [TAMPA TRASEIRA - CBHM5000],8,1686.00 * 139.86,,,"4,75 mm ","0,9208","1200,00 × 2800,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
20193,029155 - PINO PASSANTE,2,"63,00 × 336,78 mm","2,5 kg",0:00:41,"MS 16,00 mm ","68,38%","390,00 × 430,00 mm","1,00",01/04/2025,Plasma,,opp,,,PCP
20193,027842 - ORELHA DE ROTULA,2,"65,00 × 160,00 mm","1,2 kg",0:00:45,"MS 16,00 mm ","68,38%","390,00 × 430,00 mm","1,00",01/04/2025,Plasma,,opp,,,PCP
20193,027832 - CHAPA ENCAIXE DA ORELHA DO CILINDRO HIDRAULICO,1,"102,00 × 220,00 mm","2,7 kg",0:00:40,"MS 16,00 mm ","68,38%","390,00 × 430,00 mm","1,00",01/04/2025,Plasma,,opp,,,PCP
20193,035073 - CORPO [TRAVA DE TRANSPORTE - MCF M24],1,"344,00 × 120,00 mm","4,2 kg",0:01:00,"MS 16,00 mm ","68,38%","390,00 × 430,00 mm","1,00",01/04/2025,Plasma,,opp,,,PCP
20191,PLASMA → 408116 -  CORPO DO ENGATE [ENGATE - VC1700],0,"334,00 × 236,00 mm","8,7 kg",0:03:43,"MS 25,00 mm ","57,67%","500,00 × 500,00 mm","1,00",01/04/2025,Plasma,,opp,,,PCP
20191,PLASMA → 408128 - CORPO DO ENGATE [ENGATE - VC],0,"334,00 × 236,00 mm","8,6 kg",0:03:48,"MS 25,00 mm ","57,67%","500,00 × 500,00 mm","1,00",01/04/2025,Plasma,,opp,,,PCP
20191,496935PL - ORELHA [CAMISA DO CILINDRO - CBHM],3,"88,93 × 87,00 mm","1,1 kg",0:01:22,"MS 25,00 mm ","57,67%","500,00 × 500,00 mm","1,00",01/04/2025,Plasma,,opp,,,PCP
20191,029133 - ACOPLAMENTO FIXO MOTOR,1,"451,00 × 451,00 mm","24,9 kg",0:08:20,"MS 25,00 mm ","57,67%","500,00 × 500,00 mm","1,00",01/04/2025,Plasma,,opp,,,PCP
20192,028017PL -CHAPA INFERIOR DO BRAÇO ROTATORIO,0,"255,00 × 280,00 mm","6,6 kg",0:01:49,"MS 19,00 mm ","60,64%","470,00 × 900,00 mm","1,00",01/04/2025,Plasma,,opp,,,PCP
20192,PLASMA → 036496 - CHAPA DAS EXTREMIDADES,2,"253,54 × 219,53 mm","5,3 kg",0:02:34,"MS 19,00 mm ","60,64%","470,00 × 900,00 mm","1,00",01/04/2025,Plasma,,opp,,,PCP
20192,PLASMA → 413320 - CHAPA DO MANCAL [VIBRADOR - VC1700],3,"143,00 × 143,00 mm","2,1 kg",0:02:22,"MS 19,00 mm ","60,64%","470,00 × 900,00 mm","1,00",01/04/2025,Plasma,,opp,,,PCP
20192,PLASMA → 036497 - CHAPA INTERNA,4,"253,54 × 219,53 mm","5,3 kg",0:02:35,"MS 19,00 mm ","60,64%","470,00 × 900,00 mm","1,00",01/04/2025,Plasma,,opp,,,PCP
107000,035672 - CALHA ABAULADA,2,,,,14,"0,8.4226e+18","4000,00 x 1200,00 mm","1,00",01/04/2025,Laser,2539,,,,PCP
107000,035674 - PISO CALHA RETA,2,,,,14,"0,8.4226e+18","4000,00 x 1200,00 mm","1,00",01/04/2025,Laser,2539,,,,PCP
107000,035673 - CALHA LATERAL,2,,,,14,"0,8.4226e+18","4000,00 x 1200,00 mm","1,00",01/04/2025,Laser,2539,,,,PCP
107000,031018 - COLUNA LATERAL ALT 45 MD rev 03,9,,,,14,"0,8.4226e+18","4000,00 x 1200,00 mm","1,00",01/04/2025,Laser,2539,,,,PCP
107001,493107 CHAPEAM GRADE LATERAL 45CM CBHM,40,,,,2 mm,"0,9793","1210,00 × 2800,00 mm","20,00",01/04/2025,Laser JYF,390 JFY,,,,PCP
107002,031206A - CHAPEAMENTO FRONTAL [CAÇAMBA - CBH],12,,,,"2,65 mm ","0,9041","1210,00 × 4000,00 mm","6,00",01/04/2025,Laser JYF,1521 JFY,,,,PCP
107002,031207 - FECHAM. DO FUEIRO _ CAÇAMBA _ CBH,36,,,,"2,65 mm ","0,9041","1210,00 × 4000,00 mm","6,00",01/04/2025,Laser JYF,1521 JFY,,,,PCP
107003,032553 [LASER] - TRANSVERSINA TRASEIRA _,18,,,,11,"0,8714275668073136","4000,00 x 1500,00 mm","3,00",01/04/2025,Laser,2859,,,,PCP
107003,030366 - TRANSVERSINA INFERIOR MAIOR [CA,9,,,,11,"0,8714275668073136","4000,00 x 1500,00 mm","3,00",01/04/2025,Laser,2859,,,,PCP
107003,032669 - REFORÇO MAIOR [GAIOLA KIT INCEN,45,,,,11,"0,8714275668073136","4000,00 x 1500,00 mm","3,00",01/04/2025,Laser,2859,,,,PCP
107003,032670 - REFORÇO MENOR [GAIOLA KIT INCEN,30,,,,11,"0,8714275668073136","4000,00 x 1500,00 mm","3,00",01/04/2025,Laser,2859,,,,PCP
107003,409960  TRANSVERSINA CENTRAL PLAT CBHM 4,6,,,,11,"0,8714275668073136","4000,00 x 1500,00 mm","3,00",01/04/2025,Laser,2859,,,,PCP
20194,031485 - LONGARINA _ CHASSI _ CBHM 6000 CAFEEIRA,21,"3284,99 × 347,42 mm","40,9 kg",0:02:12,"MS 4,75 mm ","93,94%","3300,00 × 1210,00 mm","7,00",01/04/2025,Plasma,,opp,,,PCP
20194,032045  - CANTONEIRA INFERIOR [TAMPA TRASEIRA - CBHM5000],7,"1686,00 × 139,86 mm","8,8 kg",0:01:11,"MS 4,75 mm ","93,94%","3300,00 × 1210,00 mm","7,00",01/04/2025,Plasma,,opp,,,PCP
20194,"013213 - FECHAMENTO LATERAL _ TAMPA TRASEIRA 1,10M _ CBHM 5000-6000",7,"100,05 × 1100,00 mm","4,1 kg",0:00:54,"MS 4,75 mm ","93,94%","3300,00 × 1210,00 mm","7,00",01/04/2025,Plasma,,opp,,,PCP
20194,"032402 - FECHAMENTO _ EIXO DIANTEIRO-TRASEIRO-BALANCIM _ FA-FTC-CBH-CBHM 4,0T-6,0T",14,"235,00 × 96,00 mm","0,8 kg",0:00:21,"MS 4,75 mm ","93,94%","3300,00 × 1210,00 mm","7,00",01/04/2025,Plasma,,opp,,,PCP
20194,446841 - REFORÇO LONG-CHASSI [CHASSI - F4],63,"120,00 × 120,00 mm","0,3 kg",0:00:17,"MS 4,75 mm ","93,94%","3300,00 × 1210,00 mm","7,00",01/04/2025,Plasma,,opp,,,PCP
107004,031229 -  CHAPEAM. FRONTAL FECHAM. DIANT. SUPERIOR,12,,,,"2,75 mm ","0,9692","1210,00 × 3800,00 mm","3,00",01/04/2025,Laser JYF,798 JFY,,,,PCP
1669 JFY,025555 - TRANSVERSINA DIANTEIRA [PLATAFORMA METALICA - F6],1,1894.00 * 200.86,,,2 mm ,"0,9245","1210,00 × 4000,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
1669 JFY,029686 plasma,1,1885.00 * 595.00,,,2 mm ,"0,9245","1210,00 × 4000,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
1669 JFY,448230 - PROTEÇÃO LATERAL [VIBRADOR - VC1700],3,505.00 * 307.00,,,2 mm ,"0,9245","1210,00 × 4000,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
1669 JFY,448242 - PROTEÇÃO SUPERIOR [VIBRADOR - VC1700],4,592.67 * 400.00,,,2 mm ,"0,9245","1210,00 × 4000,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
1669 JFY,413331 - CHAPA FRONTAL [VIBRADOR - VC1700],3,240.00 * 230.00,,,2 mm ,"0,9245","1210,00 × 4000,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
1669 JFY,413318 - CHAPA PROTETORA DO CARDAN [VIBRADOR - VC1700],3,476.80 * 140.00,,,2 mm ,"0,9245","1210,00 × 4000,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
1669 JFY,029688-CORPO DO FECHAM. TRAS. M16,1,1885.00 * 595.00,,,2 mm ,"0,9245","1210,00 × 4000,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
1669 JFY,425849 - COMLEM TRANSV TRASEIRA CBHM,15,148.54 * 73.00,,,2 mm ,"0,9245","1210,00 × 4000,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
107005,30553,20,,,,2 mm,"0,9383","1210,00 × 3510,00 mm","10,00",01/04/2025,Laser JYF,507 JFY,,,,PCP
107006,"030544A - COMPLEMENTO CHAPEAMENTO LATERAL _ CAÇAMBA 1-2 EIXOS TRS-ABL _ CBH 6,0T",10,,,,"2,65 mm ","0,9453","1210,00 × 3800,00 mm","10,00",01/04/2025,Laser JYF,1524 JFY,,,,PCP
1670 JFY,031514-reforço da longarina,6,2025.00 * 190.00,,,"6,35 mm ","0,8555","1200,00 × 3020,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
1670 JFY,023504 plasma 1,51,60.00 * 135.00,,,"6,35 mm ","0,8555","1200,00 × 3020,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
1670 JFY,425187,6,705.00 * 235.00,,,"6,35 mm ","0,8555","1200,00 × 3020,00 mm","1,00",01/04/2025,Laser JYF,,opp,,,PCP
107007,032353 - COMPL. SUPORTE FRONTAL _ CHASSI,16,,,,3/16,"0,8.35089e+19","2800,00 x 1200,00 mm","4,00",01/04/2025,Laser,1847,,,,PCP
107007,032352A - SUPORTE FRONTAL FURADO _ CHASS,16,,,,3/16,"0,8.35089e+19","2800,00 x 1200,00 mm","4,00",01/04/2025,Laser,1847,,,,PCP
107007,033889 - REFORÇO INTERIOR DO CABEÇÃO,16,,,,3/16,"0,8.35089e+19","2800,00 x 1200,00 mm","4,00",01/04/2025,Laser,1847,,,,PCP
107007,030316 - REFORÇO DO SUPORTE DIANT  M17,20,,,,3/16,"0,8.35089e+19","2800,00 x 1200,00 mm","4,00",01/04/2025,Laser,1847,,,,PCP
107007,030368 - FECHAM DA TRANSVERSINA,4,,,,3/16,"0,8.35089e+19","2800,00 x 1200,00 mm","4,00",01/04/2025,Laser,1847,,,,PCP
107007,468540 - FECHAMENYO FRONTAL F4 6 -ICAM,32,,,,3/16,"0,8.35089e+19","2800,00 x 1200,00 mm","4,00",01/04/2025,Laser,1847,,,,PCP
107007,480009 - ANILHO DA MOLA [CAÇAMBA SIMPLES,0,,,,3/16,"0,8.35089e+19","2800,00 x 1200,00 mm","4,00",01/04/2025,Laser,1847,,,,PCP
107007,483023-FECHAMENTO LATERAL ICAM (M98) FA,96,,,,3/16,"0,8.35089e+19","2800,00 x 1200,00 mm","4,00",01/04/2025,Laser,1847,,,,PCP
107007,030376 - FIXADOR CHAPA LATERAL _ TAMPA L,0,,,,3/16,"0,8.35089e+19","2800,00 x 1200,00 mm","4,00",01/04/2025,Laser,1847,,,,PCP
107007,412661,16,,,,3/16,"0,8.35089e+19","2800,00 x 1200,00 mm","4,00",01/04/2025,Laser,1847,,,,PCP
